t,MAN,MV,MVp,MVi,MVd,MVFF,SP,PV,DV
3.850000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.567978514771707665e+01,4.932021485228316493e+01,-2.443435302677470198e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.137439154027981658e+01,5.000000000000000000e+01
3.860000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.560596382019304151e+01,4.939403617980720185e+01,-2.430214640160763011e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.138815574890975313e+01,5.000000000000000000e+01
3.870000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.553254191673268458e+01,4.946745808326755878e+01,-2.417065510502201052e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.140184548372124596e+01,5.000000000000000000e+01
3.880000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.545951727617752702e+01,4.954048272382271279e+01,-2.403987526664888011e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.141546114766876485e+01,5.000000000000000000e+01
3.890000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.538688774906260726e+01,4.961311225093763255e+01,-2.390980303695665412e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.142900314152655028e+01,5.000000000000000000e+01
3.900000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.531465119755287851e+01,4.968534880244735774e+01,-2.378043458735099470e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.144247186390035154e+01,5.000000000000000000e+01
3.910000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.524280549538059581e+01,4.975719450461964044e+01,-2.365176610985039093e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.145586771123922176e+01,5.000000000000000000e+01
3.920000000000000000e+02,1.000000000000000000e+00,6.499999999999998579e+01,1.517134852778239740e+01,4.982865147221783531e+01,-2.352379381718597681e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.146919107784712821e+01,5.000000000000000000e+01
3.930000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.510027819143737560e+01,4.989972180856285888e+01,-2.339651394247708606e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.148244235589457674e+01,5.000000000000000000e+01
3.940000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.502959239440506245e+01,4.997040760559517025e+01,-2.326992273925626341e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.149562193543017941e+01,5.000000000000000000e+01
3.950000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.495928905606372972e+01,5.004071094393650299e+01,-2.314401648136939609e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.150873020439209427e+01,5.000000000000000000e+01
3.960000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.488936610704936747e+01,5.011063389295085813e+01,-2.301879146275114720e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.152176754861950769e+01,5.000000000000000000e+01
3.970000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.481982148919442821e+01,5.018017851080580272e+01,-2.289424399749979781e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.153473435186390361e+01,5.000000000000000000e+01
3.980000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.475065315546772027e+01,5.024934684453251066e+01,-2.277037041950294063e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.154763099580044639e+01,5.000000000000000000e+01
3.990000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.468185906991368483e+01,5.031814093008654254e+01,-2.264716708263712115e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.156045786003915055e+01,5.000000000000000000e+01
4.000000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.461343720759281695e+01,5.038656279240741043e+01,-2.252463036039350362e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.157321532213609316e+01,5.000000000000000000e+01
4.010000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.454538555452184667e+01,5.045461444547838425e+01,-2.240275664595273071e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.158590375760449831e+01,5.000000000000000000e+01
4.020000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.447770210761462728e+01,5.052229789238559476e+01,-2.228154235196034438e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.159852353992582152e+01,5.000000000000000000e+01
4.030000000000000000e+02,1.000000000000000000e+00,6.500000000000000000e+01,1.441038487462299145e+01,5.058961512537722882e+01,-2.216098391052676811e-13,0.000000000000000000e+00,5.429999999999999716e+01,5.161107504056073481e+01,5.000000000000000000e+01
